Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1932,Los Angeles,Aquatics,Swimming,"HOLM, Eleanor",United States,Women,100M Backstroke,Summer
1932,Los Angeles,Aquatics,Swimming,"MIOYAZAKI, Yasuji",Japan,Men,100M Freestyle,Summer
1932,Los Angeles,Aquatics,Swimming,"MADISON, Helene",United States,Women,100M Freestyle,Summer
1932,Los Angeles,Aquatics,Swimming,"KITAMURA, Kusuo",Japan,Men,1500M Freestyle,Summer
1932,Los Angeles,Aquatics,Swimming,"TSURUTA, Yoshiyuki",Japan,Men,200M Breaststroke,Summer
1932,Los Angeles,Aquatics,Swimming,"DENNIS, Clare",Australia,Women,200M Breaststroke,Summer
1932,Los Angeles,Aquatics,Swimming,"CRABBE, Clarence",United States,Men,400M Freestyle,Summer
1932,Los Angeles,Aquatics,Swimming,"MADISON, Helene",United States,Women,400M Freestyle,Summer
1932,Los Angeles,Aquatics,Swimming,"JOHNS, Helen Eileen",United States,Women,4X100M Freestyle Relay,Summer
1932,Los Angeles,Aquatics,Swimming,"MADISON, Helene",United States,Women,4X100M Freestyle Relay,Summer
1932,Los Angeles,Aquatics,Swimming,"MCKIM, Josephine E.",United States,Women,4X100M Freestyle Relay,Summer
1932,Los Angeles,Aquatics,Swimming,"SAVILLE, Eleanor",United States,Women,4X100M Freestyle Relay,Summer
1932,Los Angeles,Aquatics,Swimming,"MIOYAZAKI, Yasuji",Japan,Men,4X200M Freestyle Relay,Summer
1932,Los Angeles,Aquatics,Swimming,"TOYODA, Hisakichi",Japan,Men,4X200M Freestyle Relay,Summer
1932,Los Angeles,Aquatics,Swimming,"YOKOYAMA, Takashi",Japan,Men,4X200M Freestyle Relay,Summer
1932,Los Angeles,Aquatics,Swimming,"YUSA, Masanori",Japan,Men,4X200M Freestyle Relay,Summer
1932,Los Angeles,Aquatics,Water polo,"BARTA, István",Hungary,Men,Water Polo,Summer
1932,Los Angeles,Aquatics,Water polo,"BRODY, György",Hungary,Men,Water Polo,Summer
1932,Los Angeles,Aquatics,Water polo,"HALASSY, Oliver",Hungary,Men,Water Polo,Summer
1932,Los Angeles,Aquatics,Water polo,"HOMONNAI, Lajos",Hungary,Men,Water Polo,Summer
1932,Los Angeles,Aquatics,Water polo,"IVÁDY, Sándor",Hungary,Men,Water Polo,Summer
1932,Los Angeles,Aquatics,Water polo,"KESERU, Alajos",Hungary,Men,Water Polo,Summer
1932,Los Angeles,Aquatics,Water polo,"KESERU, Ferenc",Hungary,Men,Water Polo,Summer
1932,Los Angeles,Aquatics,Water polo,"NEMETH, János",Hungary,Men,Water Polo,Summer
1932,Los Angeles,Aquatics,Water polo,"SÁRKÁNY, Miklós",Hungary,Men,Water Polo,Summer
1932,Los Angeles,Aquatics,Water polo,"VÉRTESI (VRABELY), József",Hungary,Men,Water Polo,Summer
1932,Los Angeles,Athletics,Athletics,"KUSOCINSKI, Janusz",Poland,Men,10000M,Summer
1932,Los Angeles,Athletics,Athletics,"TOLAN, Eddie",United States,Men,100M,Summer
1932,Los Angeles,Athletics,Athletics,"WALASIEWICZ, Stanislawa",Poland,Women,100M,Summer
1932,Los Angeles,Athletics,Athletics,"SALING, George J. Jr.",United States,Men,110M Hurdles,Summer
1932,Los Angeles,Athletics,Athletics,"BECCALI, Luigi",Italy,Men,1500M,Summer
1932,Los Angeles,Athletics,Athletics,"TOLAN, Eddie",United States,Men,200M,Summer
1932,Los Angeles,Athletics,Athletics,"ISO-HOLLO, Volmari",Finland,Men,3000M Steeplechase,Summer
1932,Los Angeles,Athletics,Athletics,"CARR, William Arthur",United States,Men,400M,Summer
1932,Los Angeles,Athletics,Athletics,"TISDALL, Robert Morton Newburgh",Ireland,Men,400M Hurdles,Summer
1932,Los Angeles,Athletics,Athletics,"DYER, Hector Monroe",United States,Men,4X100M Relay,Summer
1932,Los Angeles,Athletics,Athletics,"KIESEL, Robert Allan",United States,Men,4X100M Relay,Summer
1932,Los Angeles,Athletics,Athletics,"TOPPINO, Martin Emmett",United States,Men,4X100M Relay,Summer
1932,Los Angeles,Athletics,Athletics,"WYKOFF, Frank Clifford",United States,Men,4X100M Relay,Summer
1932,Los Angeles,Athletics,Athletics,"CAREW, Mary Louise",United States,Women,4X100M Relay,Summer
1932,Los Angeles,Athletics,Athletics,"FURTSCH, Evelyn",United States,Women,4X100M Relay,Summer
1932,Los Angeles,Athletics,Athletics,"ROGERS, Annette Joan",United States,Women,4X100M Relay,Summer
1932,Los Angeles,Athletics,Athletics,"VON BREMEN, Wilhelmina",United States,Women,4X100M Relay,Summer
1932,Los Angeles,Athletics,Athletics,"ABLOWICH, Edgar Allen",United States,Men,4X400M Relay,Summer
1932,Los Angeles,Athletics,Athletics,"CARR, William Arthur",United States,Men,4X400M Relay,Summer
1932,Los Angeles,Athletics,Athletics,"FUQUA, Ivan William",United States,Men,4X400M Relay,Summer
1932,Los Angeles,Athletics,Athletics,"WARNER, Karl De Witt",United States,Men,4X400M Relay,Summer
1932,Los Angeles,Athletics,Athletics,"LEHTINEN, Lauri Aleksanteri",Finland,Men,5000M,Summer
1932,Los Angeles,Athletics,Athletics,"GREEN, Thomas William",United Kingdom,Men,50KM Walk,Summer
1932,Los Angeles,Athletics,Athletics,"HAMPSON, Thomas",United Kingdom,Men,800M,Summer
1932,Los Angeles,Athletics,Athletics,"DIDRIKSON, Mildred",United States,Women,80M Hurdles,Summer
1932,Los Angeles,Athletics,Athletics,"BAUSCH, James Aloysius Bernard",United States,Men,Decathlon,Summer
1932,Los Angeles,Athletics,Athletics,"ANDERSON, John Franklin",United States,Men,Discus Throw,Summer
1932,Los Angeles,Athletics,Athletics,"COPELAND, Lillian",United States,Women,Discus Throw,Summer
1932,Los Angeles,Athletics,Athletics,"O'CALLAGHAN, Patrick",Ireland,Men,Hammer Throw,Summer
1932,Los Angeles,Athletics,Athletics,"MCNAUGHTON, Duncan",Canada,Men,High Jump,Summer
1932,Los Angeles,Athletics,Athletics,"SHILEY, Jean",United States,Women,High Jump,Summer
1932,Los Angeles,Athletics,Athletics,"JARVINEN, Matti Henrik",Finland,Men,Javelin Throw,Summer
1932,Los Angeles,Athletics,Athletics,"DIDRIKSON, Mildred",United States,Women,Javelin Throw,Summer
1932,Los Angeles,Athletics,Athletics,"GORDON, Edward Lansing",United States,Men,Long Jump,Summer
1932,Los Angeles,Athletics,Athletics,"ZABALA, Juan Carlos",Argentina,Men,Marathon,Summer
1932,Los Angeles,Athletics,Athletics,"MILLER, William Waring",United States,Men,Pole Vault,Summer
1932,Los Angeles,Athletics,Athletics,"SEXTON, Leo Joseph",United States,Men,Shot Put,Summer
1932,Los Angeles,Athletics,Athletics,"NAMBU, Chuhei",Japan,Men,Triple Jump,Summer
1932,Los Angeles,Boxing,Boxing,"ENEKES, Istvan",Hungary,Men,- 50.8KG (Flyweight),Summer
1932,Los Angeles,Boxing,Boxing,"LOVELL, Alberto Santiago",Argentina,Men,+ 79.38KG (Heavyweight),Summer
1932,Los Angeles,Boxing,Boxing,"GWYNNE, Horace Lefty",Canada,Men,50.8 - 54KG (Bantamweight),Summer
1932,Los Angeles,Boxing,Boxing,"ROBLEDO, Carmelo Ambrosio",Argentina,Men,54 - 57.15KG (Featherweight),Summer
1932,Los Angeles,Boxing,Boxing,"STEVENS, Lawrence",South Africa,Men,57.15 - 61.24KG (Lightweight),Summer
1932,Los Angeles,Boxing,Boxing,"FLYNN, Edward L.",United States,Men,61.24 - 66.68KG (Welterweight),Summer
1932,Los Angeles,Boxing,Boxing,"BARTH, Carmen",United States,Men,66.68 - 72.57KG (Middleweight),Summer
1932,Los Angeles,Boxing,Boxing,"CARSTENS, David Daniel",South Africa,Men,72.57 - 79.38KG (Light-Heavyweight),Summer
1932,Los Angeles,Cycling,Cycling Road,"PAVESI, Attilio",Italy,Men,Individual Time Trial,Summer
1932,Los Angeles,Cycling,Cycling Road,"OLMO, Giuseppe",Italy,Men,Team Time Trial,Summer
1932,Los Angeles,Cycling,Cycling Road,"PAVESI, Attilio",Italy,Men,Team Time Trial,Summer
1932,Los Angeles,Cycling,Cycling Road,"SEGATO, Guglielmo",Italy,Men,Team Time Trial,Summer
1932,Los Angeles,Cycling,Cycling Track,"GRAY, Edgar Laurence",Australia,Men,1KM Time Trial,Summer
1932,Los Angeles,Cycling,Cycling Track,"CHAILLOT, Louis",France,Men,2000M Tandem,Summer
1932,Los Angeles,Cycling,Cycling Track,"PERRIN, Maurice",France,Men,2000M Tandem,Summer
1932,Los Angeles,Cycling,Cycling Track,"VAN EGMOND, Jacobus Johannes",Netherlands,Men,Sprint Indivual,Summer
1932,Los Angeles,Cycling,Cycling Track,"BORSARI, Nino",Italy,Men,Team Pursuit (4000M),Summer
1932,Los Angeles,Cycling,Cycling Track,"CIMATTI, Marco",Italy,Men,Team Pursuit (4000M),Summer
1932,Los Angeles,Cycling,Cycling Track,"GHILARDI, Alberto",Italy,Men,Team Pursuit (4000M),Summer
1932,Los Angeles,Cycling,Cycling Track,"PEDRETTI, Paolo",Italy,Men,Team Pursuit (4000M),Summer
1932,Los Angeles,Equestrian,Dressage,"LESAGE, Xavier François",France,Men,Individual,Summer
1932,Los Angeles,Equestrian,Dressage,"JOUSSEAUME, Andre Rene",France,Men,Team,Summer
1932,Los Angeles,Equestrian,Dressage,"LESAGE, Xavier François",France,Men,Team,Summer
1932,Los Angeles,Equestrian,Dressage,"MARION, Charles Louis Pierre",France,Men,Team,Summer
1932,Los Angeles,Equestrian,Eventing,"PAHUD DE MORTANGES, Charles Ferdinand",Netherlands,Men,Individual,Summer
1932,Los Angeles,Equestrian,Eventing,"ARGO, Edwin Yancey",United States,Men,Team,Summer
1932,Los Angeles,Equestrian,Eventing,"CHAMBERLIN, Harry Dwight",United States,Men,Team,Summer
1932,Los Angeles,Equestrian,Eventing,"THOMSON, Earl Foster",United States,Men,Team,Summer
1932,Los Angeles,Equestrian,Jumping,"NISHI, Takeichi",Japan,Men,Individual,Summer
1932,Los Angeles,Fencing,Fencing,"CORNAGGIA-MEDICI, Giancarlo C.",Italy,Men,Épée Individual,Summer
1932,Los Angeles,Fencing,Fencing,"BUCHARD, Georges",France,Men,Épée Team,Summer
1932,Los Angeles,Fencing,Fencing,"CATTIAU, Philippe",France,Men,Épée Team,Summer
1932,Los Angeles,Fencing,Fencing,"JOURDANT, Fernand",France,Men,Épée Team,Summer
1932,Los Angeles,Fencing,Fencing,"PIOT, Jean",France,Men,Épée Team,Summer
1932,Los Angeles,Fencing,Fencing,"SCHMETZ, Bernard",France,Men,Épée Team,Summer
1932,Los Angeles,Fencing,Fencing,"TAINTURIER, Georges",France,Men,Épée Team,Summer
1932,Los Angeles,Fencing,Fencing,"MARZI, Gustavo",Italy,Men,Foil Individual,Summer
1932,Los Angeles,Fencing,Fencing,"PREIS-MÜLLER, Ellen S.",Austria,Women,Foil Individual,Summer
1932,Los Angeles,Fencing,Fencing,"BONDOUX, René",France,Men,Foil Team,Summer
1932,Los Angeles,Fencing,Fencing,"BOUGNOL, René",France,Men,Foil Team,Summer
1932,Los Angeles,Fencing,Fencing,"CATTIAU, Philippe",France,Men,Foil Team,Summer
1932,Los Angeles,Fencing,Fencing,"GARDERE, Edouard",France,Men,Foil Team,Summer
1932,Los Angeles,Fencing,Fencing,"LEMOINE, René",France,Men,Foil Team,Summer
1932,Los Angeles,Fencing,Fencing,"PIOT, Jean",France,Men,Foil Team,Summer
1932,Los Angeles,Fencing,Fencing,"PILLER JEKELFALUSSY, György",Hungary,Men,Sabre Individual,Summer
1932,Los Angeles,Fencing,Fencing,"GEREVICH, Aladar",Hungary,Men,Sabre Team,Summer
1932,Los Angeles,Fencing,Fencing,"GLYKAIS, Gyula",Hungary,Men,Sabre Team,Summer
1932,Los Angeles,Fencing,Fencing,"KABOS, Endre",Hungary,Men,Sabre Team,Summer
1932,Los Angeles,Fencing,Fencing,"NAGY, Erno",Hungary,Men,Sabre Team,Summer
1932,Los Angeles,Fencing,Fencing,"PETSCHAUER, Attila",Hungary,Men,Sabre Team,Summer
1932,Los Angeles,Fencing,Fencing,"PILLER JEKELFALUSSY, György",Hungary,Men,Sabre Team,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"PELLE, István",Hungary,Men,Floor Exercises,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"BIXLER, Dallas Denver",United States,Men,Horizontal Bar,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"ROTH, George Helm",United States,Men,Indian Clubs,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"NERI, Romeo",Italy,Men,Individual All-Round,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"NERI, Romeo",Italy,Men,Parallel Bars,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"PELLE, István",Hungary,Men,Pommel Horse,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"GULACK, George Julius",United States,Men,Rings,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"BASS, Raymond Henry",United States,Men,Rope Climbing,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"CAPUZZO, Oreste",Italy,Men,Team Competition,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"GUGLIELMETTI, Savino",Italy,Men,Team Competition,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"LERTORA, Mario",Italy,Men,Team Competition,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"NERI, Romeo",Italy,Men,Team Competition,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"TOGNINI, Franco",Italy,Men,Team Competition,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"WOLFE, Rowland",United States,Men,Tumbling,Summer
1932,Los Angeles,Gymnastics,Artistic G.,"GUGLIELMETTI, Savino",Italy,Men,Vault,Summer
1932,Los Angeles,Hockey,Hockey,"BAIS, Dhyan Chand",India,Men,Hockey,Summer
1932,Los Angeles,Hockey,Hockey,"BAIS, Roop Singh",India,Men,Hockey,Summer
1932,Los Angeles,Hockey,Hockey,"BOKHARI, Lal Shah",India,Men,Hockey,Summer
1932,Los Angeles,Hockey,Hockey,"CARR, Richard John",India,Men,Hockey,Summer
1932,Los Angeles,Hockey,Hockey,"HAMMOND, Leslie Charles",India,Men,Hockey,Summer
1932,Los Angeles,Hockey,Hockey,"HIND, Arthur Charles",India,Men,Hockey,Summer
1932,Los Angeles,Hockey,Hockey,"JAFFAR, Sayed Mohomed",India,Men,Hockey,Summer
1932,Los Angeles,Hockey,Hockey,"MINHAS, Masud Ali Khan",India,Men,Hockey,Summer
1932,Los Angeles,Hockey,Hockey,"PINNIGER, Broome Eric",India,Men,Hockey,Summer
1932,Los Angeles,Hockey,Hockey,"SINGH KULLAR, Gurmit",India,Men,Hockey,Summer
1932,Los Angeles,Hockey,Hockey,"TAPSELL, Carlyle Carrol",India,Men,Hockey,Summer
1932,Los Angeles,Modern Pentathlon,Modern Pentath.,"OXENSTIERNA, Johan Gabriel",Sweden,Men,Individual Competition,Summer
1932,Los Angeles,Rowing,Rowing,"CLIVE, Lewis",United Kingdom,Men,Coxless Pair (2-),Summer
1932,Los Angeles,Rowing,Rowing,"EDWARDS, Hugh",United Kingdom,Men,Coxless Pair (2-),Summer
1932,Los Angeles,Rowing,Rowing,"GILMORE, Williams  E.Garrett",United States,Men,Double Sculls (2X),Summer
1932,Los Angeles,Rowing,Rowing,"MYERS, Kenneth",United States,Men,Double Sculls (2X),Summer
1932,Los Angeles,Rowing,Rowing,"BLAIR, James Howard",United States,Men,Eight With Coxswain (8+),Summer
1932,Los Angeles,Rowing,Rowing,"CHANDLER, Charles",United States,Men,Eight With Coxswain (8+),Summer
1932,Los Angeles,Rowing,Rowing,"DUNLAP, David Coombs",United States,Men,Eight With Coxswain (8+),Summer
1932,Los Angeles,Rowing,Rowing,"GRAHAM, Norris James",United States,Men,Eight With Coxswain (8+),Summer
1932,Los Angeles,Rowing,Rowing,"GREGG, Duncan Smith",United States,Men,Eight With Coxswain (8+),Summer
1932,Los Angeles,Rowing,Rowing,"HALL, Winslow William",United States,Men,Eight With Coxswain (8+),Summer
1932,Los Angeles,Rowing,Rowing,"JASTRAM, Burton Albert",United States,Men,Eight With Coxswain (8+),Summer
1932,Los Angeles,Rowing,Rowing,"SALISBURY, Edwin Lyle",United States,Men,Eight With Coxswain (8+),Summer
1932,Los Angeles,Rowing,Rowing,"TOWER, Harold",United States,Men,Eight With Coxswain (8+),Summer
1932,Los Angeles,Rowing,Rowing,"BADCOCK, John Charles",United Kingdom,Men,Four Without Coxswain (4-),Summer
1932,Los Angeles,Rowing,Rowing,"BERESFORD, Jack",United Kingdom,Men,Four Without Coxswain (4-),Summer
1932,Los Angeles,Rowing,Rowing,"EDWARDS, Hugh",United Kingdom,Men,Four Without Coxswain (4-),Summer
1932,Los Angeles,Rowing,Rowing,"GEORGE, Rowland David",United Kingdom,Men,Four Without Coxswain (4-),Summer
1932,Los Angeles,Rowing,Rowing,"ELLER, Hans",Germany,Men,Four-Oared Shell With Coxswain (4-),Summer
1932,Los Angeles,Rowing,Rowing,"HOECK, Horst",Germany,Men,Four-Oared Shell With Coxswain (4-),Summer
1932,Los Angeles,Rowing,Rowing,"MEYER, Walter",Germany,Men,Four-Oared Shell With Coxswain (4-),Summer
1932,Los Angeles,Rowing,Rowing,"NEUMANN, Karl-Heinz",Germany,Men,Four-Oared Shell With Coxswain (4-),Summer
1932,Los Angeles,Rowing,Rowing,"SPREMBERG, Joachim",Germany,Men,Four-Oared Shell With Coxswain (4-),Summer
1932,Los Angeles,Rowing,Rowing,"JENNINGS, Edward Francis",United States,Men,Pair-Oared Shell With Coxswain (2+),Summer
1932,Los Angeles,Rowing,Rowing,"KIEFFER, Charles M.",United States,Men,Pair-Oared Shell With Coxswain (2+),Summer
1932,Los Angeles,Rowing,Rowing,"SCHAUERS, Joseph Anthony",United States,Men,Pair-Oared Shell With Coxswain (2+),Summer
1932,Los Angeles,Rowing,Rowing,"PEARCE, Henry Robert",Australia,Men,Single Sculls (1X),Summer
1932,Los Angeles,Sailing,Sailing,"AKERLUND, Olle",Sweden,Men,6M,Summer
1932,Los Angeles,Sailing,Sailing,"BERGQVIST, Ake",Sweden,Men,6M,Summer
1932,Los Angeles,Sailing,Sailing,"HINDORFF, Martin",Sweden,Men,6M,Summer
1932,Los Angeles,Sailing,Sailing,"HOLM, Tore",Sweden,Men,6M,Summer
1932,Los Angeles,Sailing,Sailing,"BIBY, John Edward Jr.",United States,Men,8M,Summer
1932,Los Angeles,Sailing,Sailing,"BURNAND, Alphonse A.,Jr.",United States,Men,8M,Summer
1932,Los Angeles,Sailing,Sailing,"CAREY, Kenneth A.",United States,Men,8M,Summer
1932,Los Angeles,Sailing,Sailing,"CHURCHILL, Owen Porter",United States,Men,8M,Summer
1932,Los Angeles,Sailing,Sailing,"COOPER, William H.",United States,Men,8M,Summer
1932,Los Angeles,Sailing,Sailing,"DAVIS, Pierpont",United States,Men,8M,Summer
1932,Los Angeles,Sailing,Sailing,"DORSEY, Carl James",United States,Men,8M,Summer
1932,Los Angeles,Sailing,Sailing,"HUETTNER, John E.",United States,Men,8M,Summer
1932,Los Angeles,Sailing,Sailing,"MOORE, Richard",United States,Men,8M,Summer
1932,Los Angeles,Sailing,Sailing,"MORGAN, Alan C.",United States,Men,8M,Summer
1932,Los Angeles,Sailing,Sailing,"SUTTON, Robert Mandel",United States,Men,8M,Summer
1932,Los Angeles,Sailing,Sailing,"WEBSTER, Thomas C.",United States,Men,8M,Summer
1932,Los Angeles,Sailing,Sailing,"LEBRUN, Jacques Baptiste",France,Men,Olympic Class Monotype,Summer
1932,Los Angeles,Sailing,Sailing,"GRAY, Gilbert T.",United States,Men,Two-Person Keelboat Open (Star),Summer
1932,Los Angeles,Sailing,Sailing,"LIBANO, Andrew J. Jr.",United States,Men,Two-Person Keelboat Open (Star),Summer
1932,Los Angeles,Shooting,Shooting,"MORIGI, Renzo",Italy,Men,25M Rapid Fire Pistol (60 Shots),Summer
1932,Los Angeles,Shooting,Shooting,"RÖNNMARK, Bertil Vilhelm",Sweden,Men,50M Rifle Prone (60 Shots),Summer
1932,Los Angeles,Weightlifting,Weightlifting,"SUVIGNY, Raymond",France,Men,"- 60KG, Total (Featherweight)",Summer
1932,Los Angeles,Weightlifting,Weightlifting,"SKOBLA, Jaroslav",Czechoslovakia,Men,"+ 82.5KG, Total (Heavyweight)",Summer
1932,Los Angeles,Weightlifting,Weightlifting,"DUVERGER, René",France,Men,"60 - 67.5KG, Total (Lightweight)",Summer
1932,Los Angeles,Weightlifting,Weightlifting,"ISMAYR, Rudolf",Germany,Men,"67.5 - 75KG, Total (Middleweight)",Summer
1932,Los Angeles,Weightlifting,Weightlifting,"HOSTIN, Louis",France,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Summer
1932,Los Angeles,Wrestling,Wrestling Free.,"PEARCE, Robert Edward",United States,Men,- 56KG (Bantamweight),Summer
1932,Los Angeles,Wrestling,Wrestling Free.,"RICKTTOFF, Johan",Sweden,Men,+ 87KG (Heavyweight),Summer
1932,Los Angeles,Wrestling,Wrestling Free.,"PIHLAJAMÄKI, Hermanni",Finland,Men,56 - 61KG (Featherweight),Summer
1932,Los Angeles,Wrestling,Wrestling Free.,"PACÔME, Charles",France,Men,61 - 66KG (Lightweight),Summer
1932,Los Angeles,Wrestling,Wrestling Free.,"VAN BEBBER, Jack Francis",United States,Men,66 - 72KG (Welterweight),Summer
1932,Los Angeles,Wrestling,Wrestling Free.,"JOHANSSON, Ivar",Sweden,Men,72 - 79KG (Middleweight),Summer
1932,Los Angeles,Wrestling,Wrestling Free.,"MEHRINGER, Peter Joseph",United States,Men,79 - 87KG (Light-Heavyweight),Summer
1932,Los Angeles,Wrestling,Wrestling Gre-R,"BRENDEL, Jacob",Germany,Men,- 56KG (Bantamweight),Summer
1932,Los Angeles,Wrestling,Wrestling Gre-R,"WESTERGREN, Carl",Sweden,Men,+ 87KG (Super Heavyweight),Summer
1932,Los Angeles,Wrestling,Wrestling Gre-R,"GOZZI, Giovanni",Italy,Men,56 - 61KG (Featherweight),Summer
1932,Los Angeles,Wrestling,Wrestling Gre-R,"MALMBERG, Eric",Sweden,Men,61 - 66KG (Lightweight),Summer
1932,Los Angeles,Wrestling,Wrestling Gre-R,"JOHANSSON, Ivar",Sweden,Men,66 - 72KG (Welterweight),Summer
1932,Los Angeles,Wrestling,Wrestling Gre-R,"KOKKINEN, Väinö Anselmi",Finland,Men,72 - 79KG (Middleweight),Summer
1932,Los Angeles,Wrestling,Wrestling Gre-R,"SVENSSON, Rudolf",Sweden,Men,79 - 87KG (Light-Heavyweight),Summer
1936,Berlin,Aquatics,Diving,"WAYNE, Marshall",United States,Men,10M Platform,Summer
1936,Berlin,Aquatics,Diving,"POYNTON-HILL, Dorothy",United States,Women,10M Platform,Summer
1936,Berlin,Aquatics,Diving,"DEGENER, Richard Kempster",United States,Men,3M Springboard,Summer
1936,Berlin,Aquatics,Diving,"GESTRING, Marjorie",United States,Women,3M Springboard,Summer
1936,Berlin,Aquatics,Swimming,"KIEFER, Adolph Gustav",United States,Men,100M Backstroke,Summer
1936,Berlin,Aquatics,Swimming,"SENFF, Dina Willemina Jacoba",Netherlands,Women,100M Backstroke,Summer
1936,Berlin,Aquatics,Swimming,"CSIK, Ferenc",Hungary,Men,100M Freestyle,Summer
1936,Berlin,Aquatics,Swimming,"MASTENBROEK, Hendrika",Netherlands,Women,100M Freestyle,Summer
1936,Berlin,Aquatics,Swimming,"TERADA, Noboru",Japan,Men,1500M Freestyle,Summer
1936,Berlin,Aquatics,Swimming,"HAMURO, Tetsuo",Japan,Men,200M Breaststroke,Summer
1936,Berlin,Aquatics,Swimming,"MAEHATA, Hideko",Japan,Women,200M Breaststroke,Summer
1936,Berlin,Aquatics,Swimming,"MEDICA, Jack C.",United States,Men,400M Freestyle,Summer
1936,Berlin,Aquatics,Swimming,"MASTENBROEK, Hendrika",Netherlands,Women,400M Freestyle,Summer
1936,Berlin,Aquatics,Swimming,"DEN OUDEN, Willemyntje (Willy)",Netherlands,Women,4X100M Freestyle Relay,Summer
1936,Berlin,Aquatics,Swimming,"MASTENBROEK, Hendrika",Netherlands,Women,4X100M Freestyle Relay,Summer
1936,Berlin,Aquatics,Swimming,"SELBACH, Johanna Katarina",Netherlands,Women,4X100M Freestyle Relay,Summer
1936,Berlin,Aquatics,Swimming,"WAGNER, Catharina (Tini) Willemina",Netherlands,Women,4X100M Freestyle Relay,Summer
1936,Berlin,Aquatics,Swimming,"ARAI, Shigeo",Japan,Men,4X200M Freestyle Relay,Summer
1936,Berlin,Aquatics,Swimming,"SUGIURA, Shigeo",Japan,Men,4X200M Freestyle Relay,Summer
